CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,NumTechTickets,NumAdminTickets,SubscriptionTimeGroup
CUST101326,Male,Yes,Yes,No,6,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,43.94,4205.24,No,8,1,<1 Year
CUST101327,Female,No,No,No,65,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,76.6,4187.2,No,10,3,<6 Years
CUST101328,Female,No,No,No,72,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card,108.18,7713.3,Yes,1,0,<6 Years
CUST101329,Female,Yes,No,No,62,Yes,Yes,No,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,77.73,1376.14,No,9,4,<6 Years
CUST101330,Male,No,No,No,6,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,74.81,1166.89,Yes,3,2,<1 Year
CUST101331,Male,Yes,Yes,No,22,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer,89.21,5351.07,Yes,3,4,<2 Years
CUST101332,Female,Yes,Yes,No,6,No,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,19.56,5236.74,Yes,1,1,<1 Year
CUST101333,Female,Yes,Yes,No,16,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,55.15,6900.98,Yes,10,1,<2 Years
CUST101334,Male,Yes,No,Yes,12,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,84.07,4306.5,Yes,0,4,<2 Years
CUST101335,Female,No,Yes,No,70,No,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,74.76,629.26,No,4,0,<6 Years
CUST101336,Female,No,Yes,No,37,Yes,No,No,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card,51.28,6835.58,Yes,3,4,<4 Years
CUST101337,Female,Yes,No,No,29,No,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,18.32,369.65,Yes,4,0,<3 Years
CUST101338,Female,Yes,No,Yes,11,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card,25.19,2046.04,Yes,7,2,<1 Year
CUST101339,Female,Yes,No,Yes,12,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Credit card,28.41,535.13,No,4,3,<2 Years
CUST101340,Female,No,Yes,No,26,No,No,No,No,No,No,Yes,No,No,One year,No,Electronic check,119.33,335.9,Yes,6,3,<3 Years
CUST101341,Male,No,Yes,No,19,No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,45.67,6682.91,Yes,5,5,<2 Years
CUST101342,Male,No,No,No,50,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card,86.68,2004.67,Yes,9,0,<5 Years
CUST101343,Male,Yes,Yes,No,49,No,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer,54.74,7216.89,Yes,1,1,<5 Years
CUST101344,Female,No,No,No,13,No,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,36.84,6919.39,No,3,5,<2 Years
CUST101345,Male,Yes,Yes,No,13,No,Yes,No,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,46.38,7678.94,Yes,1,5,<2 Years
CUST101346,Female,Yes,No,No,43,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Mailed check,50.11,6559.37,No,6,4,<4 Years
CUST101347,Female,Yes,Yes,Yes,69,No,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,25.44,1420.95,Yes,3,5,<6 Years
CUST101348,Male,Yes,No,No,36,Yes,Yes,No,No,No,No,No,No,Yes,One year,Yes,Mailed check,80.69,3829.84,No,8,5,<4 Years
CUST101349,Male,Yes,No,No,71,No,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Electronic check,70.85,4795.78,Yes,1,3,<6 Years
CUST101350,Female,No,Yes,No,44,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card,31.81,462.81,No,2,4,<4 Years
CUST101351,Male,No,No,Yes,72,No,Yes,No,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,80.25,2013.45,No,8,0,<6 Years
CUST101352,Male,No,No,Yes,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,82.37,1421.53,No,10,1,<1 Year
CUST101353,Female,No,No,Yes,44,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,55.38,7105.51,Yes,8,1,<4 Years
CUST101354,Female,Yes,No,No,21,No,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,54.53,2265.98,No,6,0,<2 Years
CUST101355,Male,No,No,Yes,52,No,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card,111.7,1852.11,Yes,1,2,<5 Years
CUST101356,Female,No,No,Yes,31,No,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer,46.72,6535.82,No,4,4,<3 Years
CUST101357,Male,Yes,No,No,24,No,Yes,No,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer,57.95,1121.79,Yes,9,4,<3 Years
CUST101358,Male,No,No,No,16,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,101.18,6538.78,No,8,2,<2 Years
CUST101359,Female,No,Yes,No,15,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,80.0,4395.15,No,0,0,<2 Years
CUST101360,Female,No,Yes,No,52,No,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer,103.36,7605.22,No,9,5,<5 Years
CUST101361,Male,Yes,Yes,Yes,5,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,116.58,2814.49,Yes,2,3,<1 Year
CUST101362,Female,No,No,Yes,38,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card,95.6,3924.41,Yes,4,3,<4 Years
CUST101363,Male,Yes,Yes,No,59,No,Yes,No,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer,28.41,5439.19,Yes,8,2,<5 Years
CUST101364,Female,No,Yes,No,21,Yes,No,No,Yes,No,No,No,Yes,No,Two year,Yes,Credit card,98.47,4736.36,Yes,9,5,<2 Years
CUST101365,Female,No,No,No,19,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer,63.33,6611.98,No,8,3,<2 Years
CUST101366,Male,No,No,Yes,3,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,66.6,7963.0,Yes,5,2,<1 Year
CUST101367,Female,No,No,Yes,41,No,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,103.19,1240.67,Yes,4,3,<4 Years
CUST101368,Male,Yes,No,No,29,No,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card,60.85,7515.87,No,5,5,<3 Years
CUST101369,Female,Yes,Yes,No,61,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card,111.06,5899.95,No,7,0,<6 Years
CUST101370,Male,Yes,No,No,1,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,21.85,1727.93,No,4,1,<1 Year
CUST101371,Male,Yes,No,Yes,61,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,No,Bank transfer,63.32,5451.36,Yes,9,1,<6 Years
CUST101372,Female,No,No,Yes,62,No,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card,21.14,1693.71,No,9,0,<6 Years
CUST101373,Male,No,No,Yes,35,Yes,No,No,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,115.89,3482.82,Yes,8,3,<3 Years
CUST101374,Female,No,Yes,No,47,No,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer,89.85,1996.58,No,9,1,<4 Years
CUST101375,Male,No,Yes,Yes,36,No,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,33.57,3444.19,No,4,4,<4 Years
CUST101376,Male,Yes,Yes,Yes,38,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer,98.04,394.41,Yes,7,1,<4 Years
CUST101377,Male,Yes,No,Yes,62,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,101.72,6212.37,No,3,5,<6 Years
CUST101378,Female,No,No,Yes,8,No,No,No,Yes,No,Yes,No,Yes,No,One year,No,Credit card,105.12,7015.85,Yes,8,1,<1 Year
CUST101379,Female,No,No,Yes,69,No,No,No,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,55.77,2827.04,Yes,8,4,<6 Years
CUST101380,Male,Yes,Yes,No,18,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Credit card,102.59,707.8,Yes,0,4,<2 Years
CUST101381,Female,No,Yes,Yes,26,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,109.35,1835.75,No,10,5,<3 Years
CUST101382,Female,No,Yes,No,11,No,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer,33.73,4658.8,No,2,1,<1 Year
CUST101383,Male,No,No,No,57,Yes,No,No,No,No,No,Yes,No,No,One year,No,Electronic check,72.26,5707.95,No,5,0,<5 Years
CUST101384,Male,Yes,Yes,No,9,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer,70.45,5172.54,No,4,5,<1 Year
CUST101385,Male,Yes,Yes,No,38,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84.66,6054.83,Yes,4,1,<4 Years
CUST101386,Female,No,No,No,50,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,67.56,2578.42,Yes,4,1,<5 Years
CUST101387,Male,Yes,No,No,10,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card,32.38,6920.12,Yes,0,2,<1 Year
CUST101388,Male,Yes,No,Yes,44,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card,52.41,5414.09,Yes,8,4,<4 Years
CUST101389,Female,No,No,No,32,No,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,72.17,7607.89,No,6,5,<3 Years
CUST101390,Male,No,Yes,Yes,35,No,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,55.91,3790.37,Yes,9,2,<3 Years
CUST101391,Female,No,No,No,54,No,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,83.1,4127.96,Yes,9,1,<5 Years
CUST101392,Male,Yes,Yes,Yes,63,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,71.82,4448.04,Yes,1,0,<6 Years
CUST101393,Female,No,No,Yes,50,No,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,73.99,7066.88,Yes,9,4,<5 Years
CUST101394,Male,Yes,No,Yes,53,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,47.64,2087.62,Yes,7,5,<5 Years
CUST101395,Male,No,No,Yes,17,No,No,DSL,Yes,No,Yes,No,Yes,No,One year,No,Credit card,80.87,2120.56,Yes,7,0,<2 Years
CUST101396,Male,No,No,No,53,No,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,64.33,7128.71,No,5,0,<5 Years
CUST101397,Female,No,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer,94.58,1497.85,No,5,4,<3 Years
CUST101398,Female,No,No,Yes,32,No,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,52.72,1052.41,Yes,10,3,<3 Years
CUST101399,Male,No,Yes,No,42,No,Yes,No,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer,80.03,4176.22,No,5,4,<4 Years
CUST101400,Male,Yes,No,No,49,No,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer,47.65,1058.64,No,6,3,<5 Years
CUST101401,Female,Yes,No,No,1,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card,89.03,2308.72,Yes,7,2,<1 Year
CUST101402,Male,No,Yes,Yes,47,No,No,No,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer,57.31,5247.73,Yes,7,0,<4 Years
CUST101403,Male,Yes,Yes,Yes,30,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,77.06,5484.14,No,9,3,<3 Years
CUST101404,Male,No,No,Yes,2,No,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Credit card,35.68,7787.22,No,4,2,<1 Year
CUST101405,Female,No,Yes,Yes,18,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,64.51,866.5,Yes,2,4,<2 Years
CUST101406,Female,No,No,No,50,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,113.13,5017.7,No,0,0,<5 Years
CUST101407,Male,No,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer,64.13,5658.43,Yes,4,4,<1 Year
CUST101408,Female,Yes,Yes,No,69,No,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,79.47,5410.53,Yes,9,2,<6 Years
CUST101409,Male,Yes,Yes,No,39,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,One year,No,Bank transfer,68.05,5860.38,Yes,0,4,<4 Years
CUST101410,Female,Yes,No,Yes,3,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Credit card,111.77,7744.06,No,9,5,<1 Year
CUST101411,Male,No,Yes,Yes,17,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,51.55,2866.22,Yes,0,4,<2 Years
CUST101412,Male,Yes,Yes,Yes,48,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,113.7,7728.97,Yes,9,3,<5 Years
CUST101413,Female,Yes,No,Yes,63,Yes,No,No,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,110.47,3380.41,Yes,5,1,<6 Years
CUST101414,Male,No,No,No,72,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,21.34,4256.07,No,9,2,<6 Years
CUST101415,Male,Yes,No,No,58,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer,87.02,1486.29,Yes,4,4,<5 Years
CUST101416,Female,No,Yes,Yes,1,Yes,No,No,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,56.98,6569.98,No,10,4,<1 Year
CUST101417,Female,No,Yes,No,28,No,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Credit card,82.88,3894.89,Yes,4,5,<3 Years
CUST101418,Male,Yes,Yes,No,50,Yes,No,No,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,68.75,2214.57,Yes,4,1,<5 Years
CUST101419,Female,Yes,No,Yes,67,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer,83.91,2822.76,Yes,4,5,<6 Years
CUST101420,Female,Yes,Yes,No,52,No,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card,103.36,7379.36,No,0,2,<5 Years
CUST101421,Female,Yes,No,No,7,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,49.19,4759.77,No,5,5,<1 Year
CUST101422,Male,Yes,Yes,Yes,43,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Electronic check,55.62,4527.44,Yes,6,2,<4 Years
CUST101423,Female,No,No,No,7,No,No,No,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card,104.57,3647.23,Yes,5,5,<1 Year
CUST101424,Male,No,Yes,Yes,51,No,Yes,No,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,85.63,3419.17,Yes,5,0,<5 Years
CUST101425,Female,No,No,Yes,31,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,103.0,6947.42,Yes,10,3,<3 Years
CUST101426,Male,No,Yes,Yes,6,No,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,67.12,4188.44,No,5,3,<1 Year
CUST101427,Male,Yes,Yes,Yes,51,No,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Electronic check,114.19,6750.78,No,1,5,<5 Years
CUST101428,Female,No,No,Yes,51,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Bank transfer,40.4,2737.77,Yes,9,1,<5 Years
CUST101429,Male,Yes,Yes,Yes,31,No,No,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Mailed check,38.66,3756.69,No,7,4,<3 Years
CUST101430,Male,No,Yes,No,56,No,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card,92.19,5729.38,Yes,1,5,<5 Years
CUST101431,Female,No,No,Yes,2,No,No,No,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer,70.04,6389.55,No,7,4,<1 Year
CUST101432,Female,Yes,Yes,No,48,No,Yes,No,Yes,No,Yes,Yes,No,Yes,One year,No,Bank transfer,40.74,1141.38,No,1,5,<5 Years
CUST101433,Male,Yes,Yes,No,6,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,101.0,1743.7,Yes,8,0,<1 Year
CUST101434,Female,No,Yes,Yes,17,No,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card,101.03,523.47,Yes,2,1,<2 Years
CUST101435,Female,No,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,25.75,325.39,Yes,3,5,<6 Years
CUST101436,Male,Yes,Yes,No,12,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer,51.91,4217.24,No,1,5,<2 Years
CUST101437,Male,No,Yes,No,55,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Bank transfer,97.61,7507.76,Yes,3,4,<5 Years
CUST101438,Male,No,No,Yes,35,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,38.74,1867.0,Yes,10,2,<3 Years
CUST101439,Female,Yes,No,No,2,No,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer,90.41,7146.25,No,0,0,<1 Year
CUST101440,Male,Yes,Yes,No,70,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card,29.64,4476.31,Yes,0,2,<6 Years
CUST101441,Female,Yes,Yes,Yes,16,No,Yes,No,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,110.59,387.71,No,7,1,<2 Years
CUST101442,Male,Yes,Yes,No,2,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,42.89,7535.58,No,8,2,<1 Year
CUST101443,Male,Yes,Yes,No,28,No,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,118.58,3934.58,No,1,3,<3 Years
CUST101444,Male,No,No,Yes,6,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card,66.69,4163.35,Yes,5,1,<1 Year
CUST101445,Male,Yes,Yes,No,16,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,47.11,1334.94,No,2,1,<2 Years
CUST101446,Female,No,Yes,Yes,22,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,119.68,249.29,Yes,7,2,<2 Years
CUST101447,Female,Yes,Yes,Yes,8,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer,116.79,2135.66,Yes,7,3,<1 Year
CUST101448,Female,Yes,Yes,Yes,31,No,No,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,45.79,7263.5,Yes,10,2,<3 Years
CUST101449,Female,No,No,No,4,Yes,No,No,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer,77.54,7728.24,No,8,1,<1 Year
CUST101450,Female,No,No,No,19,No,No,No,No,No,Yes,No,Yes,No,Two year,No,Bank transfer,80.02,1481.85,Yes,7,1,<2 Years
CUST101451,Male,No,Yes,No,47,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card,39.98,7013.03,No,0,3,<4 Years
CUST101452,Male,Yes,Yes,No,18,No,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,32.79,2029.13,Yes,2,3,<2 Years
CUST101453,Female,Yes,No,Yes,3,No,No,No,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,89.75,1171.58,No,2,2,<1 Year
CUST101454,Female,No,Yes,Yes,34,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card,47.6,3565.68,No,6,5,<3 Years
CUST101455,Male,Yes,Yes,No,44,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card,78.11,4435.03,Yes,10,5,<4 Years
CUST101456,Female,Yes,No,No,21,No,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,106.83,4147.86,No,8,4,<2 Years
CUST101457,Female,Yes,Yes,No,26,No,No,No,Yes,No,No,Yes,No,No,One year,No,Bank transfer,19.94,745.84,Yes,10,5,<3 Years
CUST101458,Male,No,No,No,59,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,20.5,4525.55,No,5,0,<5 Years
CUST101459,Female,No,Yes,No,48,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer,112.4,4090.99,Yes,4,2,<5 Years
CUST101460,Female,No,No,No,60,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,75.07,6325.02,No,0,2,<6 Years
CUST101461,Female,Yes,Yes,No,47,Yes,Yes,No,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer,19.03,7328.75,No,2,1,<4 Years
CUST101462,Female,Yes,Yes,Yes,30,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card,49.15,584.28,Yes,7,0,<3 Years
CUST101463,Female,Yes,Yes,Yes,15,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,72.07,2527.85,Yes,7,5,<2 Years
CUST101464,Female,Yes,No,Yes,24,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card,23.62,2556.82,Yes,2,5,<3 Years
CUST101465,Male,No,No,Yes,51,No,Yes,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,80.37,5096.29,Yes,3,2,<5 Years
CUST101466,Female,No,Yes,Yes,6,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Credit card,110.86,411.72,No,4,5,<1 Year
CUST101467,Female,No,No,Yes,7,No,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,61.12,5836.39,Yes,8,5,<1 Year
CUST101468,Female,No,Yes,Yes,69,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,63.86,7240.63,No,9,0,<6 Years
CUST101469,Female,Yes,No,No,56,No,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Mailed check,90.15,1638.32,Yes,0,4,<5 Years
CUST101470,Male,No,Yes,No,6,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card,69.29,4058.14,No,2,3,<1 Year
CUST101471,Female,Yes,No,No,18,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Electronic check,35.63,5644.48,No,6,4,<2 Years
CUST101472,Male,Yes,Yes,Yes,60,No,No,No,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer,74.39,6669.87,No,10,3,<6 Years
CUST101473,Female,No,No,No,45,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card,90.6,2856.35,Yes,2,2,<4 Years
CUST101474,Male,Yes,No,No,64,No,No,No,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,33.94,3194.46,No,1,3,<6 Years
CUST101475,Female,No,No,No,38,No,No,No,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.35,7543.97,No,8,3,<4 Years
CUST101476,Female,Yes,No,Yes,42,No,No,DSL,Yes,No,No,No,No,Yes,One year,No,Bank transfer,82.8,2592.54,Yes,1,0,<4 Years
CUST101477,Male,No,Yes,Yes,33,No,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Credit card,82.01,3298.65,No,9,0,<3 Years
CUST101478,Male,Yes,No,No,35,No,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,107.86,5854.42,No,8,0,<3 Years
CUST101479,Female,Yes,No,Yes,18,No,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,115.71,5683.37,Yes,9,5,<2 Years
CUST101480,Female,No,No,No,6,No,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card,98.85,5358.91,Yes,2,0,<1 Year
CUST101481,Female,No,No,Yes,41,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,31.98,5460.89,Yes,4,4,<4 Years
CUST101482,Female,Yes,No,Yes,37,No,Yes,No,Yes,Yes,No,No,No,Yes,Two year,No,Credit card,92.25,4391.9,Yes,0,2,<4 Years
CUST101483,Female,No,Yes,Yes,72,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card,117.56,4638.66,Yes,10,1,<6 Years
CUST101484,Male,Yes,No,No,37,Yes,No,No,No,No,No,No,Yes,Yes,One year,No,Electronic check,49.18,2849.44,No,7,4,<4 Years
CUST101485,Female,No,No,Yes,37,No,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,36.55,2623.74,No,7,0,<4 Years
CUST101486,Female,No,No,Yes,43,No,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Electronic check,102.43,7055.04,No,8,4,<4 Years
CUST101487,Female,Yes,No,No,29,No,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,77.48,6066.64,Yes,6,5,<3 Years
CUST101488,Male,Yes,Yes,No,66,No,No,No,No,No,Yes,No,No,Yes,One year,No,Electronic check,106.71,3353.07,No,5,2,<6 Years
CUST101489,Female,No,Yes,Yes,12,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,111.59,6350.89,Yes,10,3,<2 Years
CUST101490,Female,Yes,No,Yes,16,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card,77.98,3110.58,No,3,5,<2 Years
